ds,y
2024-03-25 12:00:00,5167
2024-03-25 13:00:00,5417
2024-03-25 14:00:00,5709
2024-03-25 15:00:00,5811
2024-03-25 16:00:00,5631
2024-03-25 17:00:00,6387
2024-03-25 18:00:00,6424
2024-03-25 19:00:00,5639
2024-03-25 20:00:00,5657
2024-03-25 21:00:00,5464
2024-03-25 22:00:00,4170
2024-03-25 23:00:00,2470
2024-03-26 00:00:00,1321
2024-03-26 01:00:00,548
2024-03-26 02:00:00,292
2024-03-26 03:00:00,175
2024-03-26 04:00:00,247
2024-03-26 05:00:00,622
2024-03-26 06:00:00,1794
2024-03-26 07:00:00,3635
2024-03-26 08:00:00,5353
2024-03-26 09:00:00,5662
2024-03-26 10:00:00,5375
2024-03-26 11:00:00,5326
2024-03-26 12:00:00,5767
2024-03-26 13:00:00,5987
2024-03-26 14:00:00,6311
2024-03-26 15:00:00,6464
2024-03-26 16:00:00,6507
2024-03-26 17:00:00,7774
2024-03-26 18:00:00,8597
2024-03-26 19:00:00,7407
2024-03-26 20:00:00,7769
2024-03-26 21:00:00,8623
2024-03-26 22:00:00,7250
2024-03-26 23:00:00,3450
2024-03-27 00:00:00,1576
2024-03-27 01:00:00,577
2024-03-27 02:00:00,335
2024-03-27 03:00:00,223
2024-03-27 04:00:00,277
2024-03-27 05:00:00,703
2024-03-27 06:00:00,1868
2024-03-27 07:00:00,3953
2024-03-27 08:00:00,5599
2024-03-27 09:00:00,5726
2024-03-27 10:00:00,5467
2024-03-27 11:00:00,5661
2024-03-27 12:00:00,6204
2024-03-27 13:00:00,6082
2024-03-27 14:00:00,6611
2024-03-27 15:00:00,7308
2024-03-27 16:00:00,7445
2024-03-27 17:00:00,9388
2024-03-27 18:00:00,10370
2024-03-27 19:00:00,7825
2024-03-27 20:00:00,8083
2024-03-27 21:00:00,8169
2024-03-27 22:00:00,7161
2024-03-27 23:00:00,4158
2024-03-28 00:00:00,2176
2024-03-28 01:00:00,886
2024-03-28 02:00:00,436
2024-03-28 03:00:00,300
2024-03-28 04:00:00,410
2024-03-28 05:00:00,830
2024-03-28 06:00:00,2110
2024-03-28 07:00:00,4078
2024-03-28 08:00:00,5595
2024-03-28 09:00:00,5871
2024-03-28 10:00:00,5463
2024-03-28 11:00:00,5923
2024-03-28 12:00:00,6697
2024-03-28 13:00:00,6652
2024-03-28 14:00:00,6874
2024-03-28 15:00:00,7422
2024-03-28 16:00:00,7989
2024-03-28 17:00:00,8847
2024-03-28 18:00:00,9877
2024-03-28 19:00:00,9930
2024-03-28 20:00:00,9269
2024-03-28 21:00:00,9582
2024-03-28 22:00:00,8249
2024-03-28 23:00:00,6790
2024-03-29 00:00:00,4743
2024-03-29 01:00:00,2248
2024-03-29 02:00:00,1148
2024-03-29 03:00:00,695
2024-03-29 04:00:00,725
2024-03-29 05:00:00,909
2024-03-29 06:00:00,1501
2024-03-29 07:00:00,2228
2024-03-29 08:00:00,3293
2024-03-29 09:00:00,4055
2024-03-29 10:00:00,4819
2024-03-29 11:00:00,5403
2024-03-29 12:00:00,5892
2024-03-29 13:00:00,6084
2024-03-29 14:00:00,6778
2024-03-29 15:00:00,7012
2024-03-29 16:00:00,7092
2024-03-29 17:00:00,7728
2024-03-29 18:00:00,8384
2024-03-29 19:00:00,8775
2024-03-29 20:00:00,7663
2024-03-29 21:00:00,7160
2024-03-29 22:00:00,7550
2024-03-29 23:00:00,7517
2024-03-30 00:00:00,6482
2024-03-30 01:00:00,4583
2024-03-30 02:00:00,3264
2024-03-30 03:00:00,2245
2024-03-30 04:00:00,1515
2024-03-30 05:00:00,540
2024-03-30 06:00:00,837
2024-03-30 07:00:00,1162
2024-03-30 08:00:00,1898
2024-03-30 09:00:00,3046
2024-03-30 10:00:00,4095
2024-03-30 11:00:00,4763
2024-03-30 12:00:00,5515
2024-03-30 13:00:00,5699
2024-03-30 14:00:00,5686
2024-03-30 15:00:00,6005
2024-03-30 16:00:00,6251
2024-03-30 17:00:00,6430
2024-03-30 18:00:00,6810
2024-03-30 19:00:00,7057
2024-03-30 20:00:00,8269
2024-03-30 21:00:00,6372
2024-03-30 22:00:00,6644
2024-03-30 23:00:00,7047
2024-03-31 00:00:00,6669
2024-03-31 01:00:00,4747
2024-03-31 02:00:00,3117
2024-03-31 03:00:00,2337
2024-03-31 04:00:00,1590
2024-03-31 05:00:00,718
2024-03-31 06:00:00,972
2024-03-31 07:00:00,1177
2024-03-31 08:00:00,1891
2024-03-31 09:00:00,3064
2024-03-31 10:00:00,4430
2024-03-31 11:00:00,5077
2024-03-31 12:00:00,5734
2024-03-31 13:00:00,6169
2024-03-31 14:00:00,6207
2024-03-31 15:00:00,5561
2024-03-31 16:00:00,5535
2024-03-31 17:00:00,5685
2024-03-31 18:00:00,5426
2024-03-31 19:00:00,5392
2024-03-31 20:00:00,5678
2024-03-31 21:00:00,5053
2024-03-31 22:00:00,3706
2024-03-31 23:00:00,2222
